kod,nazev,popis_objektu,sloh,material,spravce,typ,druh,url_3d,autor_dila,rok_vytvoreni,umisteni,adresa_momc,adresa_ulice,adresa_cislo_domovni,adresa_cislo_orientacni,url_odkaz_enc,obr_id1,obr_id2,obr_id3,obr_id4,obr_id5,obr_id6,url_odkaz_katalog,datum_exportu,ObjectId,GlobalID,x,y
7408,Jan Amos Komenský,"Sádrová busta na soklu z tzv. řemínkového obkladu, na zdi z téhož obkladu umístěna velká plastická písmena textu na bílém podkladu.",,kombinovaný,,busta,Sochy,,,1978,Ve vstupní hale budovy vlevo od schodiště,Brno-Komín,Pastviny,718,70,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=770,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371826&RECORD_ID=7408&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371825&RECORD_ID=7408&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371824&RECORD_ID=7408&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371823&RECORD_ID=7408&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,37,8e3b4d91-2ef2-482c-affd-4ff3a7792bb8,1843306.27483756,6312438.29591174
7409,Julius Petřivalský,Na nižším kovovém hranolovém podstavci je bronzová portrétní busta s plastickým nápisem.,,bronz,,busta,Sochy,,František Navrátil,1992,Ve vstupní hale I. chirurgické kliniky Fakultní nemocnice U sv. Anny,Brno-střed,Pekařská,435,74,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=329,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374025&RECORD_ID=7409&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374024&RECORD_ID=7409&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374023&RECORD_ID=7409&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,38,d217f3a2-51fe-4bca-98fc-56a1d79c1fc9,1847626.58427525,6307379.58993369
7410,Edward Jenner,Na kvádrovém podstavci grafitová portrétní busta a pod ní rytý nápis,,jiný materiál,,busta,Sochy,,,1917,V parkové úpravě 1. nádvoří Fakultní nemocnice U sv. Anny,Brno-střed,Pekařská,664,53,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=771,,,,,,,,3/11/2025 12:00:00 AM,39,8f690bd7-de90-4b3e-851d-239b7e117a6a,1847795.38915109,6307320.53528156
7411,Neznámým vědeckotechnickým pracovníkům,Kinetická busta bílé barvy.,,,,busta,Sochy,,Dušan Váňa,2021,Vstupní hala Technického muzea v Brně (naproti vstupu do expozic),Brno-Královo Pole,Purkyňova,2950,105,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1929,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247254&RECORD_ID=7411&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247255&RECORD_ID=7411&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,40,edb7ebe2-d9b2-42f8-b1a6-dcdf7c7a4cb1,1845859.52094229,6313680.06837028
7412,Leoš Janáček,"Na vysokém bílém soklu je kovová busta, materiál blíže neurčen.",,,,busta,Sochy,,,1961,,Brno-střed,Rooseveltova,31,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=851,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=242835&RECORD_ID=7412&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=242837&RECORD_ID=7412&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=242836&RECORD_ID=7412&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,41,24124563-6777-4ee8-9290-d8a6b972bce8,1849092.11650349,6308587.9590869
7413,Ivo Váňa Psota,Bronzová portrétní busta na černém leštěném kamenném podstavci na kterém je umístěn nápis,,bronz,,busta,Sochy,,Nikos Armutidis,2003,V 1. patře Janáčkova divadla u schodiště,Brno-střed,Rooseveltova,31,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1341,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374032&RECORD_ID=7413&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374031&RECORD_ID=7413&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374030&RECORD_ID=7413&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,42,b76470ad-554c-403d-8701-73dc80e4c2c3,1849104.49523087,6308602.40550901
7414,Leoš Janáček,"Bronzová busta, písmo reliéfní",,bronz,,busta,Sochy,,Jan Štursa,1948,Na balustrádě 1. patra do Kounicovy ulice,Brno-střed,Kounicova,756,8,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=44,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247245&RECORD_ID=7414&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247244&RECORD_ID=7414&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247243&RECORD_ID=7414&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,43,2c38fae1-cc11-47e4-ada5-2552bd6c9822,1848157.85654506,6309112.88437262
7415,Richard Feder,Bronzová busta je umístěna na dubovém podstavci,,bronz,,busta,Sochy,,"Nikos Armutidis, Jaroslav Klenovský",2009,Ve vstupním vestibulu budovy Židovské obce Brno,Brno-střed,třída Kpt. Jaroše,1922,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=946,,,,,,,,3/11/2025 12:00:00 AM,44,d07f962a-0fd3-4377-a755-367be190ebff,1849092.92913577,6308930.79571888
7416,Baruch Jacob Placzek,"Bronzová busta je umístěna na dřevěném podstavci, pod ní tabulka s vysvětlujícím textem",,bronz,,busta,Sochy,,Nikos Armutidis,2012,Ve vstupní hale budovy Židovské obce Brno,Brno-střed,třída Kpt. Jaroše,1922,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1426,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374049&RECORD_ID=7416&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374048&RECORD_ID=7416&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374047&RECORD_ID=7416&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374046&RECORD_ID=7416&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,45,f117ed13-f289-419a-bbbd-0edb8da37ea1,1849093.15177475,6308936.14519844
7417,Friedrich Schiller,Popis neznámý,,,,busta,Sochy,,,1869,Na schodišti budovy tělocvičny,Brno-střed,Údolní,221,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=564,,,,,,,,3/11/2025 12:00:00 AM,46,ae72b446-996b-4337-bc41-8d128a96fd3e,1848225.17144114,6308186.56970199
7418,Ernst Moriz Arndt,Popis neznáme,,,,busta,Sochy,,,1869,Na schodišti budovy tělocvičny,Brno-střed,Údolní,221,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=565,,,,,,,,3/11/2025 12:00:00 AM,47,bd8deec2-526a-4111-b8f3-a87365a52e41,1848219.27150813,6308178.75061812
7419,Edvard Beneš,Bronzová busta na šedém kamenném podstavci,,bronz,,busta,Sochy,,,,Ve foyer budovy Právnické fakulty Masarykovy univerzity u schodiště,Brno-střed,Veveří,158,70,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1656,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=239315&RECORD_ID=7419&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,48,b4e4ed77-c8c8-403d-b3a1-9b73bc5d8ef4,1847051.79721649,6310268.16910454
7420,Tomáš Garrigue Masaryk,Bronzová busta na šedém kamenném podstavci,,bronz,,busta,Sochy,,,,Ve foyer budovy Právnické fakulty Masarykovy univerzity u schodiště,Brno-střed,Veveří,158,70,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1657,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=239316&RECORD_ID=7420&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,,3/11/2025 12:00:00 AM,49,ebc99f0c-ab7e-40a1-8741-2fa8257ed725,1847048.86951388,6310273.87725799
7421,Císař František I.,"Busta císaře v životní velikosti z bílého tyrolského mramoru, podstavec rovněž mramorový",,mramor,,busta,Sochy,,Johann Schaller,1833,Ve vstupní hale budovy Dietrichsteinského paláce,Brno-střed,Zelný trh,295,8,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=658,,,,,,,,3/11/2025 12:00:00 AM,50,82569cec-7859-4c7e-b2ff-d398c75b0c7c,1848849.08379119,6307481.04158002
7422,Tomáš Garrigue Masaryk,Na kvádrovém podstavci z šedé leštěné žuly je bronzová portrétní busta,,bronz,,busta,Sochy,,Antonín Kalvoda,,Ve vstupní hale Pavilonu T. G. Masaryka,Brno-střed,Žlutý kopec,543,7,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=539,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=220322&RECORD_ID=7422&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=220321&RECORD_ID=7422&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,51,b1f96602-0c8f-4ba8-9a47-0603d2e7578e,1846639.36963505,6307974.4178725
7423,Boží muka,"Drobná boží muka s uzavíratelným výklenkem pro svaté, na stříšce byl umístěn kříž.",,,,boží muka,Sakrální památky,,,,V areálu zaniklých Moravských elektrotechnických závodů,Brno-Židenice,Filipínského,1534,55,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1252,,,,,,,,3/11/2025 12:00:00 AM,52,fdd00499-ef41-48f1-8473-429b38cada4c,1851810.85016324,6308319.69966164
7424,Boží muka,Boží muka se stříškou a výklenky; v jednom z výklenků je umístěn malý křížek s Ježíšem Kristem.,,beton,,boží muka,Sakrální památky,,,,u cesty,Brno-jih,Jeneweinova,243,47,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1229,,,,,,,,3/11/2025 12:00:00 AM,53,f1b3224e-4577-46d2-83aa-7e6f43af9794,1849914.36679029,6304889.84242338
7425,Boží muka,Boží muka s nákresy svatých; stříška s křížem; dokola obehnán malý plůtek,,,,boží muka,Sakrální památky,,,,"V roce 1943 došlo k rozebrání a následnému sestavení a přesunutí božích muk z původní lokality na ulice Hlinky, kde vadila hustému silničnímu provozu, o několik desítek metrů dále - na ulici Křížkovského.",Brno-střed,Výstavní,137,32,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1212,,,,,,,,3/11/2025 12:00:00 AM,54,9df994bc-f3bb-4624-90fb-106c4de51db7,1846575.37205979,6306969.43521806
7426,Zlatá kašna - Ptačí kašna,"Kašna vznikla na místě původní studny. Okolo studny je v místě povrchu země umístěn průhledný prosklený prstenec, jímž příchozí vidí do hlubin původní studny. Nadzemní část tvoří třítunová pískovcová nádrž. Nad hladinou jsou umístěny dva drobné kovové chrl",,kámen,,kašna,Vodní prvky,,,,,Brno-střed,Běhounská,6,16,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=713,,,,,,,,3/11/2025 12:00:00 AM,55,cb970736-0114-4a85-a20d-d95b16e3d0b0,1848926.17253856,6308294.94738072
7427,Wawrova kašna,"Kašna (fontána) měla tvar malé svatyně se čtyřmi karyatidami v kruhu obrácenými k sobě zády. Čtyři alegorické postavy dívek, které podpíraly klenbu s delfíny, představovaly Jednoduchost (jaro), Charitu (léto), Střídmost (podzim), Laskavost (zimu). Voda try",,,,kašna,Vodní prvky,,,,V parku na Kolišti,Brno-střed,Koliště,634,17,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1553,,,,,,,,3/11/2025 12:00:00 AM,56,6a61a6f7-8874-410d-8676-9f40ab421de3,1849060.46837226,6308718.18221106
7428,Kašna,Kašna kulovitého tvaru zasazená v kamenném čtverci.,,kov,,kašna,Vodní prvky,,Ivan Blažek,1979,Na dvoře zdravotního střediska,Brno-Kohoutovice,Libušina třída,580,4,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1060,,,,,,,,3/11/2025 12:00:00 AM,57,6b5f9c2b-2373-4f2f-b56e-e73971194162,1840554.76871973,6308376.59781638
7429,Fontána,"Porcelánové trysky ve tvaru koule, umístěno v bazénkové míse na kvádrovém podstavci. Sokl je zdoben kruhovou výzdobou.",,kombinovaný,,fontána,Vodní prvky,,"Jindřiška Radová, Pravoslav Rada",1978,před obchodním komplexem,Brno-Jundrov,Veslařská,549,52,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1279,,,,,,,,3/11/2025 12:00:00 AM,58,f7b89ecc-4c9e-4da3-aa23-bc170d71ae03,1842908.73067204,6310205.03888916
7430,Světelná fontána,"Fontánu doplňuje dalších deset trysek zabudovaných v zemi, pouštění vody lze synchronizovat se světelnými prvky, voda může vykreslovat různé obrazce.",,,,fontána,Vodní prvky,,Jaroslav Černý,2014,Na ploše před Janáčkovým divadlem,Brno-střed,Rooseveltova,711,3,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1584,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247242&RECORD_ID=7430&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247241&RECORD_ID=7430&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247240&RECORD_ID=7430&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,59,f79df684-8c3a-4a7f-95ca-9a768d8f29da,1848963.57588747,6308670.855992
7431,Kříž,Masivní kříž v jehož v horní části je zlacená postava Ježíše Krista; umístěno na podstavci.,,,,kříž,Sakrální památky,,,,na trávě u křižovatky ulic,Brno-jih,Chleborádova,49,2,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1294,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371775&RECORD_ID=7431&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371774&RECORD_ID=7431&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,60,ab3f3ba4-b1bd-4a78-ac4c-90a90c03b38b,1850285.99577835,6300704.06141375
7432,Franta Kocourek,,,kámen,Neurčeno,pomník,Pomníky a památníky,,"František Kocman, Zdeněk Sendler",2021,V parku na Palackého náměstí,Brno-Řečkovice a Mokrá Hora,Palackého náměstí,84,8,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1903&qt=&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247259&RECORD_ID=7432&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247262&RECORD_ID=7432&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247261&RECORD_ID=7432&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247260&RECORD_ID=7432&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,61,98afc63d-b819-4d2f-a8b6-86952f1bd9f9,1845857.31681638,6317574.85768275
7433,Rudolf Těsnohlídek,,,,Neurčeno,deska,Pamětní desky,,M. Holek,1968,na průčelí Dětského domova Dagmar u vchodového schodiště,Brno-Žabovřesky,Horákova,825,1,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=543,,,,,,,,3/11/2025 12:00:00 AM,62,e5648cb8-4162-4162-bdb4-2c556a6f64db,1845381.42599323,6310280.5736937
7434,Dušan Jurkovič,,,,Neurčeno,deska,Pamětní desky,,"Valér Kováč, Zdeněk Müller",2013,,Brno-střed,Kounicova,682,12,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1509&qt=&qc=&qe=,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247257&RECORD_ID=7434&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=247256&RECORD_ID=7434&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,63,b9140cb7-b054-4c55-a43e-ddf91c009700,1848103.34339042,6309183.80937706
7435,Ležící figura,,,,Neurčeno,socha,Sochy,,Miloslav Chlupáč,1987,,Brno-Líšeň,Josefy Faimonové,2409,11/a,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1977,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371973&RECORD_ID=7435&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371972&RECORD_ID=7435&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371971&RECORD_ID=7435&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,64,6c31a884-226a-4e54-b7ea-9a309ef1cefd,1856765.02391345,6309389.99446453
7436,Litinový kříž,"Na kamenném podstavci litinový kříž se stříbrnou postavou Krista, pod jeho nohama je oválná cedule se světlým  nápisem; u paty kříže je postava muže a ženy (pravděpodobně Panna Maria).",,,,kříž,Sakrální památky,,,1860,v poli za silnicí Sokolnická,Brno-Tuřany,,63,,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1969,,,,,,,,3/11/2025 12:00:00 AM,65,e4e4d3b1-4194-41b6-a06a-16ed8633e470,1856430.30846853,6298758.39692628
7437,Smírčí kříž,"Kamenná stéla, na ní rytý kříž s patkou; noha kříže je vodorovně přetnuta ryskou",,kámen,,kříž,Sakrální památky,,,,,Brno-jih,Jižní náměstí,45,25,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1991,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371777&RECORD_ID=7437&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371776&RECORD_ID=7437&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,66,e89f4c15-bc6d-4aeb-9cf3-560a01d3cc5e,1850550.94729839,6300861.32706445
7438,Kříž,"Hlavní kříž hřbitova, celý černý s černou postavou Krista. Na soklu je bílý rytý nápis.",,kámen,,kříž,Sakrální památky,,,,,Brno-Tuřany,Pratecká,577,10,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1992,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374089&RECORD_ID=7438&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374088&RECORD_ID=7438&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374087&RECORD_ID=7438&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,67,d6a8ce89-6b15-4d97-b404-2a91aab25333,1855684.13392174,6299979.99645918
7439,Kříž,Velký dřevěný kříž se zlaceným Ježíšem Kristem.,,,,kříž,Sakrální památky,,,, Vedle kostela sv. Jiljí vpravo od vstupu,Brno-Líšeň,Pohankova,44,19,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1033,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371981&RECORD_ID=7439&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371980&RECORD_ID=7439&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,68,730cb1f8-3ea2-4051-bf84-08f352c0202f,1858445.1021963,6309823.26877932
7440,Kříž,"Dřevěný jednoduchý kříž s Ježíšem Kristem malovaným na plechu, nad hlavou s nápisem INRI.",,dřevo,,kříž,Sakrální památky,,,,vpravo u vstupu do kostela,Brno-Starý Lískovec,Elišky Přemyslovny,390,25,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1149,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372099&RECORD_ID=7440&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372098&RECORD_ID=7440&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=372097&RECORD_ID=7440&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,3/11/2025 12:00:00 AM,69,cbb173f5-ca94-420e-94e6-b2398f268811,1844354.25878779,6303008.46680277
7441,Kašna,Kruhová kašna s vodní tryskou.,,,,kašna,Vodní prvky,,,,před Kolonádou v parku,Brno-střed,Petrov,269,8,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1344,,,,,,,,3/11/2025 12:00:00 AM,70,0ddfc2b6-8e69-4a4f-964e-cd919c79829f,1848559.51953174,6307324.19744149
7442,Hlava muže,Objekt kuželovitého tvaru s plastickým vyobrazením abstraktní hlavy člověka.,,keramika,,socha,Sochy,,Vladimír Drápal,1979,na dálničním odpočívadle,Brno-Chrlice,Rebešovická,702,40,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2005,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371394&RECORD_ID=7442&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371393&RECORD_ID=7442&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371392&RECORD_ID=7442&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=371391&RECORD_ID=7442&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,3/11/2025 12:00:00 AM,71,fcff1f9d-304b-4c4d-aaec-401c6aba2cfd,1852857.33130034,6295597.61943232
7443,Věda,,,keramika,,mozaika,"Mozaiky, reliéfy a erby",,Vojtěch Štolfa,1983,,Brno-střed,Vinařská,472,5/b,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2012,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374066&RECORD_ID=7443&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,https://gis.brno.cz/ost/filebox/ug_file.php?FILE_ID=374065&RECORD_ID=7443&AGENDA_IDENT=PASPORT_ODA_OBJEKTY&preview=1080,,,,,,3/11/2025 12:00:00 AM,72,18dade9c-575a-448b-a03b-f14776053b3e,1845689.81437858,6307636.90066948
7444,Sluneční hodiny I.,Svislé sluneční hodiny s ukazatelem šikmého typu a ciferníkem s čísly,,,,hodiny,Sochy,,"Milivoj Husák, Jan Hollan",1997,budova konventu kapucínského kláštera u Nalezení sv. Kříže,Brno-střed,Kapucínské náměstí,303,5,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2015,,,,,,,,3/11/2025 12:00:00 AM,73,ef782eb2-c49a-46a3-ae15-05ff5c41df9a,1848953.43468186,6307351.68924174
7445,Sluneční hodiny,Svislé sluneční hodiny s ukazatelem šikmého typu a ciferníkem s čísly,,,,hodiny,Sochy,,"Milivoj Husák, Jan Hollan",1997,knihovna Trenckova křídla kapucínského kláštera,Brno-střed,Kapucínské náměstí,303,5,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2016,,,,,,,,3/11/2025 12:00:00 AM,74,b990255e-752b-4444-9df5-5c786065a87c,1848919.7160081,6307359.91635925
7446,Sluneční hodiny,svislé sluneční hodiny s ukazatelem šikmého typu s nodem,,,,hodiny,Sochy,,"Pavel Paroulek, Milivoj Husák",,,Brno-Židenice,Zengrova,2058,14,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=2017,,,,,,,,3/11/2025 12:00:00 AM,75,08e2ae94-b690-4baa-b87a-bfdc8a0ea671,1852142.38187072,6308395.40495561
7447,Dvě fontánky,"Dvojice téměř identických fontán (větší a menší) umístěných za sebou; tvar bazénku obou je kruhový, obrubník cihlový",,,,fontána,Vodní prvky,,,,v parku,Brno-střed,Koliště,644,25,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1989,,,,,,,,3/11/2025 12:00:00 AM,76,d7ee208f-6f3e-4660-a077-37c8bf9f8ef9,1849263.29248448,6308620.53171518
7448,Kříž,"Hlavní kříž juliánovského hřbitova, kříž s postavou Ježíše Krista; umístěno na podstavci.
Hřbitov byl zrušen kvůli výstavbě juliánovského sídliště.",,,,kříž,Sakrální památky,,,1891,,Brno-Židenice,Bělohorská,2884,85,https://encyklopedie.brna.cz/home-mmb/?acc=profil_objektu&load=1253,,,,,,,,3/11/2025 12:00:00 AM,77,5e8baf5b-0c71-416c-9404-8e98f2d67342,1853951.9803811,6307610.48107336
